;Query.accession;Query.sequence.length;Subject.seq.id;Subject.accession;Subject.sequence.length;evalue;Bit.Score;Raw.Score;Alignment.length;Percentage.of.identical.matches;Number.of.identical.matches;Number.of.mismatches;Number.of.positive.scoring.matches;Total.number.of.gaps;Taxonomy.ID;Scientific.name;Subject.blast.name;Subject.common.name;Domain;Phylum;Class;Order;Family;Genus;Species
42226;ASV_0552;199;gi|3057022824|gb|PV740923.1|;PV740923;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42227;ASV_0552;199;gi|3057022823|gb|PV740922.1|;PV740922;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42228;ASV_0552;199;gi|3057022822|gb|PV740921.1|;PV740921;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42229;ASV_0552;199;gi|3057022821|gb|PV740920.1|;PV740920;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42230;ASV_0552;199;gi|3057022820|gb|PV740919.1|;PV740919;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42231;ASV_0552;199;gi|3057022819|gb|PV740918.1|;PV740918;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42232;ASV_0552;199;gi|3057022818|gb|PV740917.1|;PV740917;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42233;ASV_0552;199;gi|3057022817|gb|PV740916.1|;PV740916;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42234;ASV_0552;199;gi|3057022816|gb|PV740915.1|;PV740915;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42235;ASV_0552;199;gi|3057022815|gb|PV740914.1|;PV740914;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42236;ASV_0552;199;gi|3057022814|gb|PV740913.1|;PV740913;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42237;ASV_0552;199;gi|3057022813|gb|PV740912.1|;PV740912;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42238;ASV_0552;199;gi|3057022812|gb|PV740911.1|;PV740911;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42239;ASV_0552;199;gi|3057022811|gb|PV740910.1|;PV740910;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42240;ASV_0552;199;gi|3057022810|gb|PV740909.1|;PV740909;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42241;ASV_0552;199;gi|3057022809|gb|PV740908.1|;PV740908;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42242;ASV_0552;199;gi|3057022808|gb|PV740907.1|;PV740907;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42243;ASV_0552;199;gi|3057022807|gb|PV740906.1|;PV740906;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42244;ASV_0552;199;gi|3057022806|gb|PV740905.1|;PV740905;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42245;ASV_0552;199;gi|3057022805|gb|PV740904.1|;PV740904;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42246;ASV_0552;199;gi|3057022804|gb|PV740903.1|;PV740903;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42247;ASV_0552;199;gi|3057022803|gb|PV740902.1|;PV740902;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42248;ASV_0552;199;gi|3057022802|gb|PV740901.1|;PV740901;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42249;ASV_0552;199;gi|3057022801|gb|PV740900.1|;PV740900;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42250;ASV_0552;199;gi|3057022800|gb|PV740899.1|;PV740899;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42251;ASV_0552;199;gi|3057022799|gb|PV740898.1|;PV740898;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42252;ASV_0552;199;gi|3057022798|gb|PV740897.1|;PV740897;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42253;ASV_0552;199;gi|3057022797|gb|PV740896.1|;PV740896;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42254;ASV_0552;199;gi|3057022796|gb|PV740895.1|;PV740895;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42255;ASV_0552;199;gi|3057022795|gb|PV740894.1|;PV740894;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42256;ASV_0552;199;gi|3057022794|gb|PV740893.1|;PV740893;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42257;ASV_0552;199;gi|3057022793|gb|PV740892.1|;PV740892;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42258;ASV_0552;199;gi|3057022792|gb|PV740891.1|;PV740891;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42259;ASV_0552;199;gi|3057022791|gb|PV740890.1|;PV740890;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42260;ASV_0552;199;gi|3057022790|gb|PV740889.1|;PV740889;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42261;ASV_0552;199;gi|3057022789|gb|PV740888.1|;PV740888;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42262;ASV_0552;199;gi|3057022788|gb|PV740887.1|;PV740887;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42263;ASV_0552;199;gi|3057022787|gb|PV740886.1|;PV740886;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42264;ASV_0552;199;gi|3057022786|gb|PV740885.1|;PV740885;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42265;ASV_0552;199;gi|3057022785|gb|PV740884.1|;PV740884;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42266;ASV_0552;199;gi|3057022784|gb|PV740883.1|;PV740883;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42267;ASV_0552;199;gi|3057022783|gb|PV740882.1|;PV740882;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42268;ASV_0552;199;gi|3057022782|gb|PV740881.1|;PV740881;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42269;ASV_0552;199;gi|3057022781|gb|PV740880.1|;PV740880;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42270;ASV_0552;199;gi|3057022780|gb|PV740879.1|;PV740879;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42271;ASV_0552;199;gi|3057022779|gb|PV740878.1|;PV740878;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42272;ASV_0552;199;gi|3057022778|gb|PV740877.1|;PV740877;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42273;ASV_0552;199;gi|3057022776|gb|PV740875.1|;PV740875;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42274;ASV_0552;199;gi|3057022775|gb|PV740874.1|;PV740874;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42275;ASV_0552;199;gi|3057022774|gb|PV740873.1|;PV740873;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42276;ASV_0552;199;gi|3057022773|gb|PV740872.1|;PV740872;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42277;ASV_0552;199;gi|3057022772|gb|PV740871.1|;PV740871;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42278;ASV_0552;199;gi|3057022771|gb|PV740870.1|;PV740870;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42279;ASV_0552;199;gi|3057022770|gb|PV740869.1|;PV740869;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42280;ASV_0552;199;gi|3057022769|gb|PV740868.1|;PV740868;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42281;ASV_0552;199;gi|3057022768|gb|PV740867.1|;PV740867;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42282;ASV_0552;199;gi|3057022766|gb|PV740865.1|;PV740865;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42283;ASV_0552;199;gi|3057022765|gb|PV740864.1|;PV740864;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42284;ASV_0552;199;gi|3057022764|gb|PV740863.1|;PV740863;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42285;ASV_0552;199;gi|3057022763|gb|PV740862.1|;PV740862;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42286;ASV_0552;199;gi|3057022762|gb|PV740861.1|;PV740861;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42287;ASV_0552;199;gi|3057022761|gb|PV740860.1|;PV740860;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42288;ASV_0552;199;gi|3057022760|gb|PV740859.1|;PV740859;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42289;ASV_0552;199;gi|3057022759|gb|PV740858.1|;PV740858;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42290;ASV_0552;199;gi|3057022758|gb|PV740857.1|;PV740857;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42291;ASV_0552;199;gi|3057022757|gb|PV740856.1|;PV740856;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42292;ASV_0552;199;gi|3057022756|gb|PV740855.1|;PV740855;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42293;ASV_0552;199;gi|3057022755|gb|PV740854.1|;PV740854;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42294;ASV_0552;199;gi|3057022754|gb|PV740853.1|;PV740853;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42295;ASV_0552;199;gi|3057022753|gb|PV740852.1|;PV740852;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42296;ASV_0552;199;gi|3057022752|gb|PV740851.1|;PV740851;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42297;ASV_0552;199;gi|3057022751|gb|PV740850.1|;PV740850;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42298;ASV_0552;199;gi|3057022750|gb|PV740849.1|;PV740849;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42299;ASV_0552;199;gi|3057022749|gb|PV740848.1|;PV740848;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42300;ASV_0552;199;gi|3057022748|gb|PV740847.1|;PV740847;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42301;ASV_0552;199;gi|3057022747|gb|PV740846.1|;PV740846;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42302;ASV_0552;199;gi|3057022746|gb|PV740845.1|;PV740845;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42303;ASV_0552;199;gi|3057022745|gb|PV740844.1|;PV740844;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42304;ASV_0552;199;gi|3057022744|gb|PV740843.1|;PV740843;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42305;ASV_0552;199;gi|3057022743|gb|PV740842.1|;PV740842;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42306;ASV_0552;199;gi|3057022742|gb|PV740841.1|;PV740841;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42307;ASV_0552;199;gi|3057022741|gb|PV740840.1|;PV740840;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42308;ASV_0552;199;gi|3057022740|gb|PV740839.1|;PV740839;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42309;ASV_0552;199;gi|3057022739|gb|PV740838.1|;PV740838;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42310;ASV_0552;199;gi|3057022738|gb|PV740837.1|;PV740837;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42311;ASV_0552;199;gi|3057022737|gb|PV740836.1|;PV740836;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42312;ASV_0552;199;gi|3057022736|gb|PV740835.1|;PV740835;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42313;ASV_0552;199;gi|3057022735|gb|PV740834.1|;PV740834;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42314;ASV_0552;199;gi|3057022734|gb|PV740833.1|;PV740833;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42315;ASV_0552;199;gi|3057022733|gb|PV740832.1|;PV740832;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42316;ASV_0552;199;gi|3057022732|gb|PV740831.1|;PV740831;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42317;ASV_0552;199;gi|3057022731|gb|PV740830.1|;PV740830;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42318;ASV_0552;199;gi|3057019854|gb|PQ835409.1|;PQ835409;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42319;ASV_0552;199;gi|3057019853|gb|PQ835408.1|;PQ835408;16570;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42320;ASV_0552;199;gi|3057019852|gb|PQ835407.1|;PQ835407;16567;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42321;ASV_0552;199;gi|3057019851|gb|PQ835406.1|;PQ835406;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42322;ASV_0552;199;gi|3057019850|gb|PQ835405.1|;PQ835405;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42323;ASV_0552;199;gi|3057019849|gb|PQ835404.1|;PQ835404;16569;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42324;ASV_0552;199;gi|3057019848|gb|PQ835403.1|;PQ835403;16570;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42325;ASV_0552;199;gi|3057019847|gb|PQ835402.1|;PQ835402;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42326;ASV_0552;199;gi|3057019846|gb|PQ835401.1|;PQ835401;16570;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42327;ASV_0552;199;gi|3057019845|gb|PQ835400.1|;PQ835400;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42328;ASV_0552;199;gi|3057019844|gb|PQ835399.1|;PQ835399;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42329;ASV_0552;199;gi|3057019843|gb|PQ835398.1|;PQ835398;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42330;ASV_0552;199;gi|3057019841|gb|PQ835396.1|;PQ835396;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42331;ASV_0552;199;gi|3057019840|gb|PQ835395.1|;PQ835395;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42332;ASV_0552;199;gi|3057019839|gb|PQ835394.1|;PQ835394;16566;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42333;ASV_0552;199;gi|3057019838|gb|PQ835393.1|;PQ835393;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42334;ASV_0552;199;gi|3057019837|gb|PQ835392.1|;PQ835392;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42335;ASV_0552;199;gi|3057019836|gb|PQ835391.1|;PQ835391;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42336;ASV_0552;199;gi|3057019835|gb|PQ835390.1|;PQ835390;16566;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42337;ASV_0552;199;gi|3057019834|gb|PQ835389.1|;PQ835389;16572;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42338;ASV_0552;199;gi|3057019833|gb|PQ835388.1|;PQ835388;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
42339;ASV_0552;199;gi|3057019832|gb|PQ835387.1|;PQ835387;16568;2.43E-95;363;196;199;99.497;198;1;198;0;9606;Homo sapiens;primates;human;Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
